,0,ADR
279,125.40279,62.0
280,94.16032,0.0
281,109.23455,62.0
282,79.17729,62.0
283,99.19129,55.96
284,84.571335,62.0
285,125.40279,62.0
286,79.17729,62.0
287,98.68367,76.5
288,119.98868,90.0
289,88.8423,90.0
290,88.8423,90.0
291,119.98868,90.0
292,119.98868,90.0
293,119.98868,90.0
294,119.98868,90.0
295,119.98868,90.0
296,119.98868,90.0
297,56.64945,65.0
298,119.98868,90.0
299,119.98868,90.0
300,56.64945,0.0
301,119.98868,90.0
302,119.98868,90.0
303,88.8423,90.0
304,88.8423,90.0
305,119.98868,90.0
306,110.20636,90.0
307,119.98868,90.0
308,88.8423,90.0
309,56.64945,65.0
310,62.21711,90.0
311,88.8423,90.0
312,119.98868,90.0
313,165.68243,130.5
314,127.39138,98.2
315,119.98868,90.0
316,56.64945,0.0
317,77.065445,90.0
318,110.20634,90.0
319,88.84229,90.0
320,119.98868,90.0
321,142.4958,98.2
322,119.98868,90.0
323,119.98868,90.0
324,119.98868,90.0
325,119.98868,90.0
326,81.235275,68.0
327,100.72916,85.0
328,67.076515,17.6
329,100.72916,85.0
330,100.72916,85.0
331,67.076515,17.6
332,-20.940628,0.0
333,101.9707,76.5
334,183.14287,0.0
335,188.60013,0.0
336,209.45824,0.0
337,165.36926,0.0
338,165.86932,0.0
339,81.493095,0.0
340,113.06462,76.5
341,205.60602,0.0
342,81.493095,0.0
343,126.64466,94.0
344,141.13904,124.25
345,92.212975,76.5
346,121.70756,94.5
347,121.70756,94.5
348,114.881195,86.0
349,72.151,63.0
350,121.70755,94.5
351,121.70755,94.5
352,121.70756,94.5
353,121.70756,94.5
354,72.151,63.0
355,138.90805,94.5
356,121.70756,94.5
357,121.70756,94.5
358,121.70756,94.5
359,121.70756,94.5
360,121.70756,94.5
361,121.70756,94.5
362,72.151,63.0
363,121.70756,94.5
364,121.70756,94.5
365,138.90805,94.5
366,90.80088,36.25
367,121.70756,94.5
368,121.70756,94.5
369,150.53973,86.0
370,150.53973,86.0
371,121.70756,94.5
372,150.53973,86.0
373,150.53973,86.0
374,127.75825,94.5
375,121.70756,94.5
376,180.38727,124.7
377,150.53973,86.0
378,121.70756,94.5
379,121.70756,94.5
380,124.55377,62.0
381,68.18651,0.0
382,125.2306,62.0
383,119.46145,62.0
384,124.95502,62.0
385,119.46142,62.0
386,90.2337,62.0
387,90.2337,62.0
388,90.2337,62.0
389,90.2337,62.0
390,122.10611,62.0
391,119.46142,62.0
392,68.18651,0.0
393,122.9951,62.0
394,119.46142,62.0
395,-47.136467,63.0
396,119.46142,62.0
397,65.6729,60.0
398,129.80388,62.0
399,124.95502,62.0
400,90.2337,62.0
401,90.2337,62.0
402,119.46142,62.0
403,90.2337,62.0
404,125.2253,62.0
405,90.2337,62.0
406,90.2337,62.0
407,129.49937,62.0
408,124.95502,62.0
409,90.2337,62.0
410,90.2337,62.0
411,90.2337,62.0
412,92.38973,85.5
413,122.75755,0.0
414,110.77843,76.5
415,127.64523,0.0
416,107.57799,58.9
417,81.740105,62.0
418,119.65105,62.0
419,79.88607,62.0
420,79.88607,62.0
421,119.65105,62.0
422,81.740105,62.0
423,81.740105,62.0
424,151.53293,84.0
425,79.88607,62.0
426,79.88607,62.0
427,81.740105,62.0
428,81.740105,62.0
429,79.88607,62.0
430,119.65105,62.0
431,119.65105,62.0
432,122.95344,62.0
433,84.14079,60.0
434,86.37012,0.0
435,81.740105,62.0
436,81.740105,62.0
437,98.50127,76.5
438,160.9805,84.0
439,119.65105,62.0
440,119.65105,62.0
441,86.37012,60.0
442,86.37012,0.0
443,81.740105,62.0
444,81.740105,62.0
445,81.740105,62.0
446,81.74011,62.0
447,79.88606,62.0
448,81.740105,62.0
449,81.740105,62.0
450,81.740105,62.0
451,79.88607,62.0
452,119.65105,62.0
453,159.8246,84.0
454,122.95344,62.0
455,79.88607,62.0
456,81.740105,62.0
457,119.65105,62.0
458,119.65105,62.0
459,86.37012,60.0
460,81.740105,62.0
461,81.740105,62.0
462,92.690765,84.0
463,79.88607,62.0
464,81.740105,62.0
465,158.64764,85.5
466,119.330284,65.0
467,139.8907,75.0
468,130.86604,76.5
469,104.88309,76.5
470,128.06609,76.5
471,153.98833,69.4
472,147.19144,55.9
473,132.3575,0.0
474,137.49556,0.0
475,115.178635,65.0
476,137.3888,0.0
477,169.15558,0.0
478,156.83904,91.38
479,169.08649,88.4
480,110.20063,88.4
481,104.733826,65.0
482,56.897015,0.0
483,154.54329,76.5
484,128.52444,58.9
485,160.26389,76.5
486,124.469444,106.75
487,120.132416,76.5
488,162.34451,46.66
489,104.733826,65.0
490,145.47783,76.5
491,125.06232,55.08
492,98.491585,76.5
493,137.31145,55.96
494,118.02159,36.0
495,108.26764,68.0
496,181.93996,75.79
497,128.55093,63.46
498,128.55093,63.46
499,85.23252,68.0
500,150.69188,75.0
501,173.65137,89.75
502,128.75583,72.5
503,143.07944,94.5
504,143.07944,94.5
505,117.30772,76.5
506,163.19228,94.5
507,163.19228,94.5
508,143.07944,94.5
509,143.07944,94.5
510,143.07942,94.5
511,117.30773,85.5
512,187.29648,138.5
513,143.07944,94.5
514,164.87132,94.5
515,143.07944,94.5
516,163.19228,94.5
517,143.07944,94.5
518,88.50717,72.5
519,143.07944,94.5
520,164.87132,94.5
521,163.19228,94.5
522,143.07944,94.5
523,143.07944,94.5
524,141.93826,80.75
525,128.75583,72.5
526,143.07944,94.5
527,143.07944,94.5
528,164.87132,94.5
529,163.19228,94.5
530,163.19228,94.5
531,111.98685,36.25
532,136.53676,76.5
533,145.07993,76.5
534,206.92462,0.0
535,159.66293,76.5
536,186.28845,0.0
537,201.29425,75.0
538,143.51793,0.0
539,170.09323,75.0
540,95.108795,
541,174.94745,12.0
542,238.6864,85.5
543,95.108795,0.0
544,118.482315,12.0
545,118.482315,62.0
546,118.482315,62.0
547,146.38657,62.0
548,118.482315,62.0
549,146.38657,62.0
550,118.482315,62.0
551,146.38657,62.0
552,118.482315,62.0
553,118.482315,62.0
554,118.482315,62.0
555,146.38657,62.0
556,118.482315,62.0
557,118.482315,62.0
558,118.482315,62.0
559,146.38657,62.0
560,151.32587,62.0
561,118.482315,62.0
562,146.38657,62.0
563,118.482315,62.0
564,118.482315,62.0
565,118.482315,62.0
566,144.91772,62.0
567,193.79642,60.0
568,118.482315,84.0
569,146.38657,62.0
570,146.38657,62.0
571,118.482315,62.0
572,137.05894,62.0
573,118.482315,0.0
574,143.14175,62.0
575,96.86978,76.5
576,103.75009,76.5
577,193.79642,76.5
578,140.67982,84.0
579,236.85237,0.0
580,149.59232,80.0
581,236.36351,0.0
582,125.39229,80.0
583,125.39229,0.0
584,146.25443,0.0
585,129.1294,90.0
586,189.06088,65.0
587,179.19623,80.0
588,113.63348,84.0
589,191.66937,62.0
590,145.48476,84.0
591,113.63348,62.0
592,157.3949,62.0
593,199.67505,75.0
594,161.40228,75.0
595,167.99216,75.0
596,173.62372,75.0
597,122.213066,0.0
598,122.213066,6.0
599,130.77902,6.0
600,145.48476,0.0
601,113.63348,62.0
602,113.63348,62.0
603,113.63348,62.0
604,113.63348,62.0
605,165.67079,62.0
606,168.932,85.5
607,145.48474,
608,113.63348,75.0
609,134.12903,62.0
610,145.48476,62.0
611,113.63348,0.0
612,113.63348,62.0
613,141.8597,62.0
614,145.48476,62.0
615,113.63348,62.0
616,113.63348,62.0
617,211.71574,62.0
618,165.32074,62.0
619,113.63348,
620,113.63348,105.0
621,113.63348,75.0
622,113.63348,62.0
623,129.52356,62.0
624,145.48476,62.0
625,145.48476,62.0
626,113.63348,76.5
627,201.92603,62.0
628,201.92603,62.0
629,179.95415,62.0
630,201.92603,65.0
631,164.16263,65.0
632,183.45831,60.0
633,183.45831,65.0
634,136.01193,76.5
635,201.92603,65.0
636,183.45831,65.0
637,179.95415,60.0
638,201.92606,65.0
639,183.45828,65.0
640,183.45831,60.0
641,183.45831,65.0
642,201.92603,65.0
643,179.95415,65.0
644,158.67584,65.0
645,183.45831,65.0
646,183.45831,0.0
647,168.54486,61.0
648,183.45831,65.0
649,179.95415,65.0
650,224.25362,90.0
651,183.45831,65.0
652,201.92603,60.0
653,169.8507,90.0
654,183.45831,65.0
655,183.45831,65.0
656,172.28719,66.0
657,201.92603,65.0
658,183.45831,65.0
659,179.95415,76.5
660,183.45831,65.0
661,207.27936,65.0
662,136.01193,60.0
663,201.92603,65.0
664,179.95415,80.0
665,147.9625,60.0
666,147.9625,65.0
667,176.38525,0.0
668,206.42796,67.5
669,197.65828,67.5
670,197.65828,90.0
671,191.33087,75.0
672,145.48476,76.5
673,113.63348,85.5
674,134.12903,84.0
675,169.7205,62.0
676,152.5239,62.0
677,162.14774,0.0
678,155.66318,70.0
679,156.18666,67.0
680,172.99121,70.0
681,186.59099,81.0
682,236.0881,81.0
683,191.07338,80.0
684,149.61281,81.0
685,146.81467,90.0
686,160.3461,81.0
687,154.03569,0.0
688,136.24036,90.0
689,153.04517,75.0
690,125.78378,0.0
691,156.19005,68.0
692,135.40329,90.0
693,185.77011,76.5
694,185.77011,76.08
695,178.6744,63.75
696,164.8743,67.0
697,159.23006,67.0
698,129.62112,67.0
699,163.17657,75.0
700,198.29819,75.0
701,143.91959,98.0
702,143.91957,75.0
703,111.66829,81.0
704,177.19157,62.0
705,166.41234,62.0
706,188.97473,62.0
707,143.91959,75.0
708,193.90622,75.0
709,185.03244,81.0
710,143.91959,62.0
711,111.668304,84.0
712,111.668304,75.0
713,143.58835,62.0
714,326.4685,62.0
715,143.91959,62.0
716,306.81464,80.0
717,143.91959,162.0
718,143.91959,62.0
719,111.668304,153.0
720,111.668304,62.0
721,111.668304,62.0
722,193.90622,62.0
723,143.91959,62.0
724,111.668304,62.0
725,131.9632,84.0
726,208.56851,62.0
727,193.90622,62.0
728,204.85658,0.0
729,143.91959,81.0
730,111.668304,84.0
731,143.91959,81.0
732,143.91959,62.0
733,143.91959,62.0
734,133.08574,62.0
735,143.91957,62.0
736,144.5503,62.0
737,143.91959,0.0
738,165.46118,62.0
739,185.03244,62.0
740,143.91959,62.0
741,143.91959,98.0
742,111.668304,75.0
743,230.18253,62.0
744,159.96501,62.0
745,189.3566,62.0
746,118.35091,60.0
747,114.770676,90.0
748,170.32692,75.0
749,137.43932,76.5
750,174.49455,76.5
751,114.360115,75.0
752,114.805626,76.5
753,173.4603,90.0
754,142.73938,76.5
755,234.87729,76.5
756,166.29797,75.0
757,152.39722,80.0
758,191.27881,153.0
759,177.4783,75.0
760,153.02078,98.0
761,174.20837,89.0
762,153.29358,75.0
763,139.32004,76.5
764,153.02078,75.0
765,219.48103,75.0
766,144.19363,90.0
767,169.58257,76.5
768,131.28738,100.0
769,144.19365,94.5
770,182.35756,94.5
771,154.27667,72.5
772,187.9566,94.5
773,136.65344,86.0
774,144.19365,86.0
775,191.27881,94.5
776,210.35066,36.25
777,213.25693,94.5
778,137.55382,89.0
779,171.87234,50.8
780,154.27667,100.0
781,169.58258,76.5
782,221.31775,75.0
783,154.27667,86.0
784,310.8924,94.5
785,187.9566,124.7
786,187.9566,86.0
787,169.58258,153.0
788,144.19365,94.5
789,144.19365,94.5
790,144.19365,94.5
791,144.19365,94.5
792,154.27667,94.5
793,169.58258,94.5
794,144.19365,94.5
795,154.27667,86.0
796,187.9566,94.5
797,154.27667,94.5
798,144.19363,86.0
799,144.19363,94.5
800,154.27667,86.0
801,209.32977,94.5
802,144.19365,94.5
803,144.19365,86.0
804,169.58258,98.0
805,144.19365,94.5
806,144.19365,94.5
807,182.35756,94.5
808,169.58258,94.5
809,169.58258,94.5
810,144.19365,86.0
811,144.19365,94.5
812,159.68478,94.5
813,153.535,94.5
814,123.90971,94.5
815,145.4762,62.0
816,153.535,62.0
817,196.1101,62.0
818,159.68478,0.0
819,153.535,62.0
820,208.54184,81.0
821,123.90971,62.0
822,169.03772,62.0
823,153.535,84.0
824,123.90971,62.0
825,144.01659,62.0
826,153.535,62.0
827,159.68478,62.0
828,208.54184,0.0
829,171.6506,62.0
830,159.68477,62.0
831,159.68477,84.0
832,153.535,90.0
833,144.0906,62.0
834,153.535,62.0
835,153.535,62.0
836,169.03772,60.0
837,159.68478,62.0
838,153.535,62.0
839,123.90971,62.0
840,153.535,62.0
841,153.535,62.0
842,153.535,62.0
843,142.80777,62.0
844,123.90971,62.0
845,197.97931,62.0
846,182.67274,60.0
847,207.7981,62.0
848,147.62375,88.0
849,322.31836,98.0
850,141.5458,81.0
851,125.64683,88.0
852,134.67987,153.0
853,148.68893,76.5
854,222.93355,63.75
855,252.93593,63.75
856,168.86209,80.0
857,148.56573,67.5
858,222.93355,153.0
859,247.36118,75.0
860,209.26968,105.0
861,209.26968,67.5
862,259.41833,0.0
863,216.73587,99.0
864,283.15082,99.0
865,165.02768,153.0
866,162.75647,96.0
867,170.34206,153.0
868,113.85025,98.0
869,138.79733,98.0
870,172.36536,105.0
871,144.14001,76.5
872,154.22807,76.5
873,172.36536,0.0
874,185.36618,76.5
875,151.96558,76.5
876,197.99619,65.0
877,196.98088,89.0
878,195.96556,115.0
879,136.99866,115.0
880,137.35553,115.0
881,110.30539,115.0
882,110.30539,62.0
883,192.94684,62.0
884,199.16466,62.0
885,148.82558,62.0
886,141.23401,75.0
887,125.61213,67.0
888,129.86833,75.0
889,151.87164,62.0
890,239.1596,0.0
891,206.28906,96.0
892,141.23401,105.0
893,144.65527,96.0
894,139.05072,89.0
895,137.35555,62.0
896,152.1947,62.0
897,142.03044,62.0
898,142.03044,62.0
899,174.9823,98.0
900,136.99866,62.0
901,137.35553,62.0
902,110.30539,75.0
903,135.31523,62.0
904,144.65527,62.0
905,110.30539,62.0
906,142.03044,105.0
907,136.99866,62.0
908,110.30539,62.0
909,148.81136,62.0
910,118.108925,62.0
911,165.61517,62.0
912,141.23401,90.0
913,137.35553,75.0
914,141.23401,114.0
915,166.11087,62.0
916,137.35553,62.0
917,110.30539,62.0
918,110.30539,98.0
919,183.19992,62.0
920,139.63055,62.0
921,202.40286,62.0
922,288.57178,110.0
923,143.77039,105.0
924,137.35553,9.0
925,125.61213,162.0
926,197.53178,62.0
927,104.27924,62.0
928,143.97432,0.0
929,158.11426,115.0
930,175.62337,76.5
931,175.49582,76.5
932,191.20187,63.5
933,154.40138,75.0
934,212.92622,105.0
935,210.53317,75.0
936,131.63376,81.0
937,182.6565,96.0
938,221.19562,81.0
939,173.63757,55.96
940,208.5054,124.0
941,174.29654,96.0
942,157.18517,89.0
943,179.94772,115.0
944,143.06415,114.0
945,157.39398,115.0
946,209.23642,90.0
947,230.98813,90.0
948,187.43335,75.0
949,209.23642,80.0
950,188.64056,115.0
951,172.38483,90.0
952,142.03044,80.0
953,136.99866,90.0
954,212.69629,75.0
955,205.48477,62.0
956,129.00333,62.0
957,22.260551,75.0
958,153.54301,75.0
959,152.6773,76.5
960,161.0246,0.0
961,135.76895,0.0
962,144.99197,124.0
963,152.89648,90.0
964,163.63869,95.0
965,174.87924,0.0
966,137.30832,75.0
967,174.00772,111.6
968,145.62308,160.0
969,363.46423,114.0
970,112.39024,99.0
971,242.99109,70.0
972,170.93298,162.0
973,198.02359,76.5
974,156.13263,15.0
975,172.04575,144.0
976,206.68646,90.0
977,157.99687,0.0
978,176.3774,124.0
979,154.97589,89.0
980,198.02359,0.0
981,140.72523,68.0
982,205.47684,144.0
983,180.70442,90.0
984,263.5338,50.3
985,156.06863,107.0
986,183.57559,114.0
987,183.57559,153.0
988,102.0327,6.0
989,147.86475,105.0
990,181.38414,105.0
991,323.9901,76.5
992,223.74979,124.0
993,78.63801,67.9
994,167.31448,153.0
995,160.51378,114.0
996,245.45215,0.0
997,176.42746,75.0
998,199.95708,70.0
999,197.25824,95.0
1000,122.92373,62.8
1001,213.79793,90.0
1002,177.18329,90.0
1003,165.34314,76.5
1004,167.79744,105.0
1005,173.01659,106.54
1006,296.82605,75.0
1007,163.63869,88.0
1008,167.85239,99.0
1009,194.08807,153.0
1010,167.79744,99.0
1011,167.85239,80.0
1012,167.64261,133.0
1013,146.65141,88.0
1014,149.26505,80.0
1015,219.21948,99.0
1016,166.59277,76.5
1017,151.17352,76.5
1018,161.33722,105.0
1019,149.26505,75.0
1020,138.89664,76.5
1021,170.58685,65.0
1022,145.30914,90.0
1023,151.47241,76.5
1024,170.8558,75.0
1025,122.0567,75.0
1026,195.33488,62.0
1027,135.12093,70.0
1028,144.71277,62.8
1029,192.37828,114.0
1030,144.71277,62.0
1031,144.71277,62.0
1032,312.5755,84.0
1033,144.71277,62.0
1034,137.9346,62.0
1035,137.9346,153.0
1036,109.829834,62.0
1037,144.71277,62.0
1038,158.4901,62.0
1039,144.71277,62.0
1040,144.71277,62.0
1041,192.37828,0.0
1042,137.9346,62.0
1043,144.71277,62.0
1044,144.71277,84.0
1045,144.71277,62.0
1046,144.71277,62.0
1047,144.71277,62.0
1048,144.71277,62.0
1049,151.71756,62.0
1050,144.71277,62.0
1051,137.9346,62.0
1052,143.56285,76.5
1053,144.71277,62.0
1054,109.82982,62.0
1055,109.82982,88.0
1056,174.22928,62.0
1057,144.71277,62.0
1058,120.920364,62.0
1059,144.71277,0.0
1060,109.829834,62.0
1061,161.44528,0.0
1062,212.31802,62.0
1063,172.55222,62.0
1064,178.09738,138.0
1065,129.06128,75.0
1066,140.04181,138.0
1067,212.22891,98.0
1068,177.64244,110.0
1069,173.0826,90.0
1070,157.7714,75.0
1071,191.26082,90.0
1072,184.46843,93.56
1073,156.20932,75.0
1074,299.93298,90.0
1075,171.59972,76.5
1076,62.975945,138.0
1077,174.0296,153.0
1078,149.51566,75.0
1079,178.91875,0.0
1080,234.8414,124.0
1081,178.91875,124.0
1082,186.13826,85.0
1083,195.11975,89.0
1084,155.0959,85.0
1085,147.87714,89.0
1086,180.58383,85.5
1087,196.4927,76.5
1088,147.46317,76.5
1089,204.7081,90.0
1090,211.06761,76.5
1091,234.8414,98.0
1092,176.7442,140.0
1093,154.21738,99.0
1094,118.96696,89.0
1095,176.91406,146.0
1096,134.50531,50.4
1097,149.17908,76.5
1098,103.466095,94.0
1099,103.466095,76.5
1100,166.67343,
1101,166.67343,76.5
1102,169.63763,12.0
1103,180.03929,12.0
1104,182.08557,109.0
1105,81.5883,109.0
1106,135.91861,109.0
1107,146.33011,109.0
1108,146.33011,109.0
1109,146.33011,87.0
1110,146.33011,87.0
1111,146.33011,101.5
1112,153.03261,101.5
1113,153.20972,101.5
1114,153.20972,101.5
1115,182.08557,101.5
1116,146.33011,101.5
1117,172.90285,109.0
1118,135.91861,109.0
1119,146.3301,109.0
1120,146.33011,101.5
1121,146.33011,109.0
1122,103.466095,87.0
1123,183.35281,101.5
1124,182.08557,101.5
1125,180.03929,101.5
1126,172.90285,12.0
1127,135.5365,109.0
1128,81.5883,109.0
1129,146.33011,109.0
1130,146.33011,109.0
1131,146.33011,87.0
1132,146.33011,87.0
1133,153.20972,101.5
1134,153.20972,101.5
1135,153.20972,101.5
1136,172.90285,101.5
1137,146.33011,109.0
1138,146.33011,109.0
1139,146.33011,109.0
1140,146.33011,109.0
1141,153.20972,101.5
1142,153.20972,101.5
1143,153.20972,101.5
1144,153.20972,101.5
1145,183.35281,109.0
1146,180.03929,109.0
1147,172.90285,109.0
1148,180.03929,109.0
1149,146.33011,109.0
1150,146.3301,109.0
1151,146.3301,109.0
1152,88.43363,109.0
1153,153.20972,101.5
1154,153.20972,101.5
1155,166.67343,101.5
1156,183.35281,87.0
1157,183.35281,109.0
1158,172.90285,109.0
1159,180.03929,109.0
1160,81.5883,109.0
1161,81.5883,109.0
1162,146.33011,109.0
1163,146.33011,109.0
1164,146.33011,87.0
1165,146.33011,87.0
1166,146.33011,101.5
1167,146.33011,101.5
1168,153.20972,101.5
1169,182.08557,101.5
1170,180.03929,101.5
1171,83.5694,101.5
1172,146.33011,109.0
1173,146.33011,109.0
1174,183.35281,109.0
1175,182.08557,87.0
1176,180.03929,101.5
1177,180.03929,101.5
1178,172.90285,109.0
1179,136.41428,109.0
1180,146.33011,109.0
1181,146.33011,109.0
1182,146.3301,109.0
1183,146.3301,87.0
1184,146.33011,101.5
1185,146.33011,101.5
1186,146.33011,101.5
1187,182.08557,101.5
1188,180.03929,101.5
1189,172.90285,101.5
1190,172.90285,101.5
1191,135.91861,109.0
1192,81.5883,109.0
1193,146.33011,109.0
1194,146.33011,109.0
1195,146.33011,87.0
1196,146.33011,0.0
1197,146.33011,101.5
1198,153.20972,101.5
1199,153.20972,101.5
1200,153.20972,101.5
1201,182.08557,101.5
1202,166.67343,109.0
1203,180.03929,109.0
1204,180.03929,109.0
1205,180.03929,109.0
1206,146.33011,109.0
1207,146.33011,109.0
1208,146.33011,109.0
1209,146.33011,109.0
1210,146.33011,101.5
1211,146.33011,101.5
1212,146.33011,101.5
1213,153.20972,101.5
1214,153.20972,101.5
1215,153.20972,101.5
1216,153.20972,101.5
1217,166.67343,109.0
1218,182.08557,109.0
1219,146.33011,109.0
1220,146.33011,109.0
1221,146.33011,109.0
1222,146.33011,109.0
1223,153.20972,101.5
1224,153.20972,101.5
1225,153.20972,101.5
1226,153.20972,101.5
1227,153.20972,109.0
1228,180.03929,109.0
1229,146.33011,109.0
1230,146.33011,109.0
1231,146.33011,109.0
1232,146.33011,109.0
1233,153.20972,101.5
1234,153.20972,101.5
1235,164.68832,101.5
1236,172.90285,101.5
1237,172.90285,109.0
1238,180.03929,109.0
1239,81.5883,109.0
1240,146.33011,109.0
1241,146.33011,109.0
1242,172.90285,109.0
1243,180.03929,87.0
1244,146.33011,101.5
1245,146.33011,101.5
1246,146.3301,109.0
1247,153.20972,109.0
1248,153.20972,101.5
1249,147.2349,101.5
1250,166.67343,101.5
